token,count
"Genitourinary and Reproductive: Benign prostatic hyperplasia with urinary frequency",21
"Cardiac and Vasculature: Abnormal ECG",21
"Cardiac and Vasculature: Hypercholesterolemia",21
"Chronic diastolic (congestive) heart failure",21
"Tobacco: Tobacco dependence syndrome",21
"Osteoarthritis of both knees",21
"Genitourinary and Reproductive: Kidney stones",21
"Neuro: Lumbar spondylosis",21
"Musculoskeletal and Injuries: Primary osteoarthritis of left hip",21
"Major depressive disorder",21
"Irritable bowel syndrome with diarrhea",21
"Generalized abdominal pain",21
"Colitis",21
"Skin: Rosacea",21
"Hematology and Neoplasia: Normocytic anemia",21
"Musculoskeletal and Injuries: Primary osteoarthritis of right hip",21
"Mixed diabetic hyperlipidemia associated with type 2 diabetes mellitus",21
"Skin: Actinic keratosis",21
"Genitourinary and Reproductive: Benign prostatic hyperplasia with urinary obstruction",21
"Endocrine and Metabolic: Hypothyroidism due to Hashimoto's thyroiditis",21
"unspecified site",21
"Nocturia",21
"with fat layer exposed",20
"Tobacco: Smoker",20
"Renal cyst",20
"Decreased activities of daily living (ADL)",20
"Endocrine and Metabolic: Diabetes mellitus without complication",20
"Pulmonary and Pneumonias: Pulmonary nodule",20
"Eye: Age-related nuclear cataract",20
"Gastro-esophageal reflux",20
"Hearing loss",20
"stage III (CMS-HCC)",20
"Musculoskeletal and Injuries: Leg pain",20
"Chronic venous insufficiency of lower extremity",20
"Gastrointestinal and Abdominal: Hemorrhoids",20
"Neuro: History of CVA (cerebrovascular accident)",20
"Genitourinary and Reproductive: Urinary incontinence",20
"Sensorineural hearing loss",20
"Sinusitis",20
"Symptoms and Signs: Lymphedema",20
"Coronary artery calcification",20
"Arthritis of right knee",20
"Status post lumbar spinal fusion",20
"Weight loss",20
"Neuro: Restless leg syndrome",20
"High cholesterol",20
"Mitral regurgitation",20
"Neuro: Degeneration of lumbar intervertebral disc",20
"Hematology and Neoplasia: History of breast cancer",20
"Impaired mobility",20
"Mental Health: Major depressive disorder",20
"Genitourinary and Reproductive: UTI (urinary tract infection)",20
"Neuro: Seizure",20
"Neuro: Cerebral infarction",20
"Familial hypercholesterolemia",20
"unspecified laterality",20
"Hematology and Neoplasia: Malignant neoplasm of prostate",20
"Mitral valve disease",20
"Steatosis of liver",20
"Overweight with body mass index (BMI) 25.0-29.9",20
"Multinodular goiter",20
"Spinal stenosis in cervical region",20
"Hypertensive heart disease with chronic diastolic congestive heart failure",19
"Musculoskeletal and Injuries: Osteopenia of multiple sites",19
"Family History: Screening for depression",19
"Gastrointestinal and Abdominal: Gastroesophageal reflux disease with esophagitis",19
"cigarettes",19
"Acute on chronic diastolic heart failure",19
"Benign prostatic hyperplasia with lower urinary tract symptoms",19
"Gastrointestinal and Abdominal: Gastro-esophageal reflux disease with esophagitis",19
"Malformation of coronary vessels (HHS-HCC)",19
"ASD (atrial septal defect) (HHS-HCC)",19
"Coronary artery disease due to calcified coronary lesion",19
"Allergies and Adverse Reactions: Allergy",19
"Bifascicular block",19
"Light-headedness",19
"multiple vessel",19
"Advance Directives and Health Issues: At risk for falls",19
"Endocrine and Metabolic: B12 deficiency",19
"Hypertriglyceridemia",19
"counseling discussion",19
"P MVR (mitral valve repair)",19
"ENT: Tinnitus",19
"Hyperglycemia due to type 2 diabetes mellitus",19
"Endocrine and Metabolic: Class 2 obesity in adult",19
"Hyperopia of both eyes with astigmatism and presbyopia",19
"Neuro: Memory loss",19
"Neuro: Stroke-like symptoms",19
"Varicose veins of both lower extremities with inflammation",19
"Neuro: Carpal tunnel syndrome of right wrist",19
"Dizziness and giddiness",19
"Parkinson's disease",19
"Diabetic polyneuropathy associated with type 2 diabetes mellitus",19
"o perforation or abscess w",19
"o bleeding",19
"P foot surgery",19
"Elevated lipoprotein(a)",19
"Infectious Disease: MSSA (methicillin-susceptible Staph aureus) carrier",19
"Varicose veins of lower extremity",19
"Aortic aneurysm without rupture",19
"Obstructive sleep apnea syndrome",19
"Pulmonary and Pneumonias: Pulmonary emphysema",19
"Cardiac and Vasculature: Encounter for pre-operative cardiovascular clearance",19
"Pulmonary and Pneumonias: Pneumonia",19
"Mental Health: Anxiety state",19
"Neuro: Multiple sclerosis",19
"Chronic right shoulder pain",19
"Musculoskeletal and Injuries: Pain in both lower extremities",18
"Ventricular premature beats",18
"Dehydration",18
"Follow-up exam",18
"in partial remission (CMS-hcc)",18
"Generalized OA",18
"Gastrointestinal and Abdominal: History of adenomatous polyp of colon",18
"Genitourinary and Reproductive: Renal insufficiency",18
"severe stage",18
"Coag and Thromboembolic: Other pulmonary embolism without acute cor pulmonale",18
"Family History: Encounter for Medicare annual wellness exam",18
"Advance Directives and Health Issues: Unspecified problem related to medical facilities and other health care",18
"Patent foramen ovale (HHS-HCC)",18
"Acute cystitis without hematuria",18
"Pneumonia",18
"Chronic cough",18
"Testicular hypofunction",18
"Knee pain",18
"Symptoms and Signs: Weakness",18
"Gastrointestinal and Abdominal: Fatty liver",18
"Diverticulosis of colon",18
"Renal insufficiency",18
"Cardiac and Vasculature: Benign essential HTN",18
"Coag and Thromboembolic: Deep vein thrombosis (DVT) of lower extremity",18
"Posterior vitreous detachment of left eye",18
"Hypothyroidism due to Hashimoto's thyroiditis",18
"Pulmonary and Pneumonias: Chest pain on breathing",18
"Cardiac and Vasculature: Unstable angina",18
"Cardiac and Vasculature: Pre-operative cardiovascular examination",18
"Colon cancer screening",18
"Long term current use of insulin",18
"Abnormal finding on cardiovascular stress test",18
"Cobalamin deficiency",18
"Cardiac and Vasculature: Atherosclerosis of CABG w",18
"Glucose intolerance (impaired glucose tolerance)",18
"stage 3a (CMS-HCC)",18
"Snoring",18
"Vitamin B12 deficiency",18
"ENT: Sensorineural hearing loss",18
"ENT: Sinusitis",18
"Tobacco: History of tobacco use",18
"Cardiac and Vasculature: ASHD (arteriosclerotic heart disease)",18
"Symptoms and Signs: Generalized edema",18
"Coronary artery calcification seen on CT scan",18
"Tobacco abuse",18
"Endocrine and Metabolic: DM (diabetes mellitus)",18
"Class 1 obesity",18
"Skin: Dermatitis",17
"Arthritis of left hip",17
"Cardiac and Vasculature: Murmur",17
"Endocrine and Metabolic: Type 2 diabetes mellitus with stage 3a chronic kidney disease",17
"Stenosis of left carotid artery",17
"Precordial pain",17
"Memory impairment",17
"Gastrointestinal and Abdominal: Diverticulosis",17
"Hematology and Neoplasia: History of anemia",17
"P CABG x 4",17
"Spondylolisthesis",17
"Pulmonary emphysema",17
"Gastrointestinal and Abdominal: Heartburn",17
"Hematology and Neoplasia: Polycythemia",17
"Fatty liver",17
"History of cerebrovascular accident",17
"Hydronephrosis",17
"Cardiac and Vasculature: Nonischemic cardiomyopathy",17
"Internal hemorrhoids",17
"Symptoms and Signs: Leg swelling",17
"Infectious Disease: History of COVID-19",17
"Gastrointestinal and Abdominal: History of colon polyps",17
"Infectious Disease: Influenza A",17
"Vitreous syneresis of both eyes",17
"Benign hypertension with CKD (chronic kidney disease) stage III (CMS-HCC)",17
"Microscopic hematuria",17
"Tobacco dependence syndrome",17
"Pulmonary and Pneumonias: Simple chronic bronchitis",17
"ENT: Benign paroxysmal positional vertigo",17
"acute on chronic",17
"Interstitial lung disease",17
"Gastrointestinal and Abdominal: GI bleeding",17
"current",17
"Infectious Disease: Sepsis",17
"Nonrheumatic pulmonary valve insufficiency",17
"Tremor",17
"Endocrine and Metabolic: Morbid (severe) obesity due to excess calories (CMS-HCC)",17
"Mental Health: Adjustment disorder with mixed anxiety and depressed mood",17
"lumbosacral region",17
"single episode",17
"Acute kidney injury",17
"Aortic valve disorder",17
"dependence",17
"Aortic aneurysm",17
"Sleep: Chronic insomnia",17
"Chronic systolic (congestive) heart failure",17
"Deviated nasal septum",17
"Allergies and Adverse Reactions: Environmental allergies",16
"...",16
"stage III (moderate) (CMS-HCC)",16
"Cardiac and Vasculature: Hyperlipidemia associated with type 2 diabetes mellitus",16
"without neurogenic claudication",16
"Pulmonary and Pneumonias: Bronchitis",16
"Neuro: Seizure disorder",16
"Cellulitis",16
"ENT: Tinnitus of both ears",16
"Coag and Thromboembolic: Deep vein thrombosis",16
"Coronary artery disease without angina pectoris",16
"Irritable bowel syndrome with constipation",16
"Mixed stress and urge urinary incontinence",16
"Wears eyeglasses",16
"Diabetic peripheral neuropathy",16
"Coag and Thromboembolic: Deep vein thrombosis (DVT)",16
"moderate stage",16
"Genitourinary and Reproductive: CKD (chronic kidney disease) stage 3",16
"Pain in both lower extremities",16
"Symptoms and Signs: Leg edema",16
"Finding of above normal blood pressure",16
"Elevated liver enzymes",16
"Rectal bleeding",16
"Hip pain",16
"Eye: Pseudophakia of both eyes",16
"Non-rheumatic mitral regurgitation",16
"mild stage",16
"Gastrointestinal and Abdominal: Acid reflux",16
"Annual physical exam",16
"Myalgia",16
"Chronic ischemic heart disease",16
"Neuro: Peripheral neuropathy",16
"Tinnitus",16
"Primary open angle glaucoma (POAG) of both eyes",16
"Lumbosacral spondylosis without myelopathy",16
"Claudication",16
"Screening for ischemic heart disease",16
"Endocrine and Metabolic: Overweight",16
"Neuro: Postoperative pain",16
"Cardiac and Vasculature: Coronary artery disease involving native heart without angina pectoris",16
"Leg pain",16
"Gastrointestinal and Abdominal: Steatosis of liver",16
"Status post total right knee replacement",16
"Age-related nuclear cataract",16
"Aneurysm of ascending aorta",16
"Headache",16
"Vitreous degeneration",16
"Pulmonary and Pneumonias: Solitary pulmonary nodule",16
"Trigger finger",16
"Mental Health: Alcohol use disorder",16
"Cardiac and Vasculature: Atrial fibrillation with rapid ventricular response",16
"Musculoskeletal and Injuries: Osteoarthritis of left knee",16
"Musculoskeletal and Injuries: Myalgia",16
"Myopia",16
"Symptoms and Signs: Fever",16
"Aneurysm",16
"Venous insufficiency of both lower extremities",16
"Gastrointestinal and Abdominal: Diverticulosis of colon",16
"Hypertensive heart disease with chronic combined systolic and diastolic congestive heart failure",16
"Osteoarthritis of multiple joints",16
"Genitourinary and Reproductive: Microscopic hematuria",16
"Type 2 diabetes mellitus with diabetic polyneuropathy",16
"Aortic ectasia",16
"Mental Health: Alcohol use",16
"Genitourinary and Reproductive: BPH with obstruction",16
"Musculoskeletal and Injuries: MVA (motor vehicle accident)",16
"Degeneration of cervical intervertebral disc",16
"Weakness",15
"Coag and Thromboembolic: At risk for deep venous thrombosis",15
"Diverticular disease of colon",15
"Unilateral primary osteoarthritis",15
"Hypoglycemia",15
"Hematology and Neoplasia: History of basal cell carcinoma of skin",15
"in remission",15
"right foot",15
"Chest discomfort",15
"Endocrine and Metabolic: Cobalamin deficiency",15
"Mental Health: Alcohol dependence",15
"Myocardial infarct",15
"Primary osteoarthritis of left hip",15
"Neuro: Acute postoperative pain",15
"Pulmonary and Pneumonias: Mild intermittent asthma (HHS-HCC)",15
"Gastrointestinal and Abdominal: Diarrhea",15
"s",15
"Coronary artery disease involving native coronary artery without angina pectoris",15
"Hypertrophy of nasal turbinates",15
"Musculoskeletal and Injuries: Generalized osteoarthritis",15
"Advance Directives and Health Issues: Advanced care planning",15
"Pulmonary and Pneumonias: Lung nodules",15
"AAA (abdominal aortic aneurysm)",15
"Chronic venous insufficiency",15
"Genitourinary and Reproductive: CKD (chronic kidney disease) stage 2",15
"Endocrine and Metabolic: Obesity due to excess calories",15
"Mental Health: ETOH abuse",15
"Endocrine and Metabolic: Overweight with body mass index (BMI) 25.0-29.9",15
"Multi System Lupus Sarcoid: Sarcoidosis",15
"Localized",15
"Gastro-esophageal reflux disease without esophagitis",15
"Cardiac and Vasculature: Tachycardia",15
"Class I",15
"Normocytic anemia",15
"Gastrointestinal and Abdominal: Elevated liver enzymes",15
"Atherosclerosis of native artery of extremity with intermittent claudication (CMS-hcc)",15
"Genitourinary and Reproductive: Dysuria",15
"Gastrointestinal and Abdominal: Polyp of colon",15
"Umbilical hernia",15
"Cardiac and Vasculature: Right bundle branch block",15
"Gastrointestinal and Abdominal: Diverticulosis of large intestine without perforation or abscess without bleeding",15
"controlled",15
"Hematology and Neoplasia: Acute blood loss as cause of postoperative anemia",15
"Musculoskeletal and Injuries: Status post total left knee replacement",15
"Altered mental status",15
"Pulmonary and Pneumonias: Acute bronchitis",15
"Mental Health: Mixed anxiety and depressive disorder",15
"Cardiac and Vasculature: Hyperlipemia",15
"mild",15
"Symptoms and Signs: Gait abnormality",15
"Bundle branch block",15
"Nonrheumatic pulmonary valve regurgitation",15
"Gastritis",15
"Chronic combined systolic (congestive) and diastolic (congestive) heart failure",15
"Musculoskeletal and Injuries: Osteoarthritis of knee",15
"Eye: Pseudophakia",15
"Aortic ectasia (CMS-hcc)",15
"Chronic heart failure with preserved ejection fraction (HFpEF)",15
"Cardiac and Vasculature: Diastolic dysfunction",15
"Left inguinal hernia",14
"Chronic pain of right knee",14
"Chronic pain of left knee",14
"Kidney disease",14
"Urinary tract infection",14
"Coronary artery disease involving coronary bypass graft of native heart without angina pectoris",14
"Mental Health: Recurrent major depressive disorder",14
"cervical region",14
"ENT: Chronic rhinitis",14
"malignant",14
"Hematology and Neoplasia: Cancer of prostate",14
"Tobacco: Tobacco abuse counseling",14
"Atherosclerotic cardiovascular disease",14
"Coronary artery disease involving native coronary artery",14
"CAD",14
"P CABG x 1",14
"Cardiac and Vasculature: Nonrheumatic aortic (valve) stenosis",14
"Atrophic vaginitis",14
"Cerebral infarction",14
"NSTEMI (non-ST elevation myocardial infarction)",14
"Hypertensive emergency",14
"Gastrointestinal and Abdominal: Right inguinal hernia",14
"Other cardiomyopathies",14
"Osteoarthritis of right hip",14
"Neuro: History of stroke",14
"Cardiac and Vasculature: HLD (hyperlipidemia)",14
"Eye: Diplopia",14
"Central scotoma",14
"Stenosis of right carotid artery",14
"Abnormal weight loss",14
"Hematology and Neoplasia: Polycythemia vera",14
"BMI 30-34.9",14
"Cardiac and Vasculature: Coronary arteriosclerosis",14
